שם גיליון,שם סעיף,מספר סעיף,מידע שניתן לדווח רק לרשות,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
לא סחיר נגזרים אחרים,שיעור מנכסי אפיק ההשקעה (רגל 2),5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שיעור מסך נכסי אפיק ההשקעה (רגל 2),5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,"שווי הוגן (נטו באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,סוג הנכס,5.35,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,פקטור מוביל,5.119,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,פקטור נוסף,5.12,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,טיקר,5.121,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,מועד ההתקשרות בעסקה,5.122,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,מועד סיום חוזי,5.123,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,תדירות Reset,5.124,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,סוג הסליקה,5.125,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,נספח התחשבנות בטחונות - CSA,5.126,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,גורם מצטט,5.127,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,ריבית עוגן,5.72,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,תקופת ריבית עוגן,5.128,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שיעור ריבית עוגן,5.129,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שער נכס הבסיס במועד ההתקשרות בעסקה,5.131,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שער הנגזר במועד ההתקשרות בעסקה,5.132,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,האם קיים קנס בגין יציאה מוקדמת,5.133,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שיעור הקנס בגין יציאה מוקדמת,5.134,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,צד נגדי - Counterparty,5.13,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר נגזרים אחרים,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מספר מזהה לווה,5.9,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,סוג מספר מזהה לווה,5.13,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שם הלוואה,5.16,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מספר הלוואה,5.22,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,5.77,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מדינה לפי חשיפה כלכלית,5.28,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,ענף מסחר,5.31,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,קונסורציום/ סינדיקציה,5.78,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מספר קונסורציום/ סינדיקציה,5.79,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,תאריך העמדת הלוואה,5.41,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,דירוג,5.49,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שם מדרג,5.51,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,דירוג הלוואה/המנפיק ,5.52,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,"מח""מ",5.69,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,סוג הריבית,5.71,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור ריבית,5.7,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,סוג הצמדה,5.8,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,ריבית עוגן,5.72,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור תוספת/הפחתה לריבית העוגן,5.73,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,תשואה לפדיון,5.74,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מועד פדיון,5.75,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,נחיתות חוזית,5.76,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,סוג בטוחה,5.81,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שווי הבטוחות העומדות כנגד ההלוואה,5.82,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור הבטוחות מהחוב,5.83,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מועד עדכון אחרון לשווי הבטוחות,5.84,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,זכות חזרה,5.85,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,מבנה לוח סילוקין,5.86,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,יעוד הלוואה,5.88,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,זכות פירעון מוקדם,5.87,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,סוג גורם משערך,5.109,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שם גורם משערך,5.11,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,תלות/אי-תלות המשערך,5.111,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,תאריך שערוך אחרון,5.112,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,תאריך אחרון בו נבחנה בפועל ירידת ערך ,5.113,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור ריבית בגין אי-ניצול מסגרת האשראי,5.99,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,ערך נקוב,5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שער הלוואה,5.56,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שווי הוגן (במטבע הפעילות),5.64,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,"עלות מופחתת (באלפי ש""ח)",5.65,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,עלות מופחתת (במטבע הפעילות),5.66,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,האם סווג כחוב בעייתי,5.89,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,השיטה שיושמה בדוח הכספי,5.68,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלוואות,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שם מנפיק,5.3,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מספר מנפיק,5.6,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,סוג מספר מזהה מנפיק ,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שם נייר ערך ,5.14,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מספר נייר ערך,5.19,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,סוג מספר נייר ערך,5.24,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,נכס בסיס,5.33,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,תאריך רכישה,5.37,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,דירוג,5.49,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שם מדרג,5.51,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,דירוג נייר הערך/המנפיק ,5.52,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,"מח""מ",5.69,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שיעור ריבית,5.7,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,תשואה לפדיון,5.74,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,סוג גורם משערך,5.109,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,תלות/אי-תלות המשערך,5.111,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,תאריך שערוך אחרון,5.112,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,ערך נקוב (יחידות),5.58,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שער נייר הערך,5.55,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לא סחיר מוצרים מובנים,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שם הבנק,5.4,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מספר מזהה בנק,5.7,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,סוג מספר מזהה בנק,5.11,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,תאריך פקיעת פיקדון,5.43,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,"ישראל/חו""ל",5.27,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מדינה לפי חשיפה כלכלית,5.28,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,דירוג הבנק,5.5,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שם מדרג,5.51,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,"מח""מ",5.69,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שיעור ריבית,5.7,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,תשואה לפדיון,5.74,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שווי מטבעי,5.59,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שער חליפין,5.54,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שער פיקדון,5.57,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פיקדונות מעל 3 חודשים,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,5.1,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,מספר מסלול,5.2,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שם הנכס,5.17,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,מאפיין עיקרי,5.26,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,"מדינת מיקום נדל""ן",5.103,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,בעל עניין/צד קשור,5.36,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,תאריך רכישה,5.37,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שימוש עיקרי בנכס,5.104,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,מחזור חיי הנכס,5.105,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,כתובת הנכס,5.106,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שיעור תשואה בפועל במהלך הרבעון,5.107,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,השיטה שבאמצעותה נקבע שווי הנכס ,5.108,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,סוג גורם משערך,5.109,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שם גורם משערך,5.11,ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,תלות/אי-תלות המשערך,5.111,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,תאריך שערוך אחרון,5.112,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,מטבע פעילות,5.53,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שווי הוגן (במטבע הפעילות),5.64,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,"שווי הוגן (באלפי ש""ח)",5.63,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,"עלות מופחתת (באלפי ש""ח)",5.65,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,עלות מופחתת (במטבע הפעילות),5.66,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,השיטה שיושמה בדוח הכספי,5.68,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שיעור מנכסי אפיק ההשקעה,5.47,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,שיעור מסך נכסי ההשקעה,5.48,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זכויות מקרקעין,ריק במקור,ריק במקור,ריק במקור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
