"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - חשיפה מרבית מעל 30% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - ללא מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 10% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 20% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בארץ משולבת - כללי-אג""ח כללי בארץ משולבת - עד 30% מניות","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח חשופת דולר - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח מנוטרלת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח חשופת דולר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח חשופת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח מוגנת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח בחו""ל - אג""ח נקובת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אגד קרנות - אגד חוץ,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אגד קרנות - אגד ישראלי,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",גמישות,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","ממונפות-ממונפות בחסר בסיכון גבוה-אג""ח בארץ","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ממונפות-ממונפות בחסר בסיכון גבוה-מניות בארץ,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","ממונפות-ממונפות בחסר בסיכון גבוה-מניות בחו""ל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ממונפות-ממונפות בסיכון גבוה-מניות בארץ,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","ממונפות-ממונפות בסיכון גבוה-מניות בחו""ל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ממונפות ואסטרטגיות-ממונפות אחר,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ממונפות ואסטרטגיות-ממונפות בסיכון גבוה,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בארץ - מניות בארץ משולבת,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בארץ - מניות כללי-מדד אחר,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות כללי-ת""א צמיחה","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בארץ - מניות כללי-תל- דיב,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בארץ - מניות לפי ענפים,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בארץ - מניות לפי ענפים-מדד אחר,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות לפי ענפים-ת""א בנקים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות לפי ענפים-ת""א גלובל- בלוטק","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות לפי ענפים-ת""א נדל""ן","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות לפי ענפים-ת""א נפט וגז","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בארץ - מניות לפי ענפים-ת""א פיננסים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות בחו""ל משולבת","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי-ארה""ב חשופת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי אחר חשופת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי-מניות גיאוגרפי מוגנת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-חו""ל גיאוגרפי אחר - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אירופה - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-ארה""ב - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-חו""ל גיאוגרפי אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-שווקים מתעוררים","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות כללי בחו""ל - מניות חו""ל נקובת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל חשופת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות כללי בחו""ל - מניות כללי בחו""ל מוגנת מט""ח","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל - מדד אחר","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
